,Learning rate,Epochs,Batch size,Num layers,Features list,Transforms,Runtime,Optimizer,Loss function,Training Loss list,Validation Loss list,Training Dice list,Validation Dice list,Test Dice,Test results,Organ
40,4.1e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",368.0581645965576,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 4.1e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(40.8641), tensor(33.6866), tensor(27.9019), tensor(26.7830), tensor(25.8526), tensor(25.1978), tensor(24.7983), tensor(24.3480), tensor(23.8299), tensor(23.7620), tensor(23.5030), tensor(23.4981), tensor(23.1544), tensor(23.0886), tensor(22.9512), tensor(22.7500), tensor(22.7522), tensor(22.7018), tensor(22.4721), tensor(22.8232), tensor(22.4137), tensor(22.1502), tensor(22.0624), tensor(22.1196), tensor(22.2131), tensor(22.1417), tensor(22.0656), tensor(22.0681), tensor(22.0505), tensor(22.0697)]","[tensor(14.0392), tensor(11.5596), tensor(9.5572), tensor(9.1848), tensor(8.8747), tensor(8.6599), tensor(8.5302), tensor(8.3826), tensor(8.2063), tensor(8.1851), tensor(8.0965), tensor(8.0968), tensor(7.9856), tensor(7.9552), tensor(7.9098), tensor(7.8444), tensor(7.8452), tensor(7.8218), tensor(7.7373), tensor(7.8733), tensor(7.7381), tensor(7.6334), tensor(7.5940), tensor(7.6169), tensor(7.6596), tensor(7.6264), tensor(7.5945), tensor(7.5972), tensor(7.5891), tensor(7.6004)]","[tensor(0.0452), tensor(0.0624), tensor(0.1156), tensor(0.1401), tensor(0.1666), tensor(0.1919), tensor(0.2112), tensor(0.2360), tensor(0.2705), tensor(0.2792), tensor(0.3032), tensor(0.3104), tensor(0.3514), tensor(0.3653), tensor(0.3905), tensor(0.4288), tensor(0.4343), tensor(0.4467), tensor(0.4948), tensor(0.4219), tensor(0.5350), tensor(0.6412), tensor(0.6762), tensor(0.6435), tensor(0.6123), tensor(0.6486), tensor(0.6929), tensor(0.6999), tensor(0.7115), tensor(0.7008)]","[tensor(0.0456), tensor(0.0626), tensor(0.1164), tensor(0.1421), tensor(0.1701), tensor(0.1984), tensor(0.2212), tensor(0.2500), tensor(0.2902), tensor(0.3031), tensor(0.3306), tensor(0.3378), tensor(0.3826), tensor(0.3994), tensor(0.4240), tensor(0.4659), tensor(0.4675), tensor(0.4840), tensor(0.5402), tensor(0.4468), tensor(0.5533), tensor(0.6704), tensor(0.7386), tensor(0.7020), tensor(0.6454), tensor(0.6969), tensor(0.7501), tensor(0.7467), tensor(0.7630), tensor(0.7453)]",tensor(0.6984),,lv
41,4.6e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",370.80901527404785,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 4.6e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(24.3019), tensor(24.5699), tensor(24.1128), tensor(23.7923), tensor(23.5282), tensor(23.4520), tensor(23.3595), tensor(23.1742), tensor(22.9624), tensor(22.8211), tensor(22.6136), tensor(22.5404), tensor(22.4440), tensor(22.3718), tensor(22.3044), tensor(22.2071), tensor(22.1605), tensor(22.2148), tensor(22.1007), tensor(22.1432), tensor(22.1071), tensor(22.0979), tensor(22.2012), tensor(22.2336), tensor(22.2324), tensor(22.2166), tensor(22.0420), tensor(22.2978), tensor(22.1395), tensor(22.2344)]","[tensor(8.3668), tensor(8.4577), tensor(8.3012), tensor(8.1924), tensor(8.1028), tensor(8.0755), tensor(8.0437), tensor(7.9804), tensor(7.9079), tensor(7.8573), tensor(7.7841), tensor(7.7596), tensor(7.7300), tensor(7.7050), tensor(7.6787), tensor(7.6417), tensor(7.6242), tensor(7.6463), tensor(7.6058), tensor(7.6192), tensor(7.6084), tensor(7.6110), tensor(7.6574), tensor(7.6662), tensor(7.6685), tensor(7.6614), tensor(7.5887), tensor(7.7017), tensor(7.6357), tensor(7.6712)]","[tensor(0.2026), tensor(0.1760), tensor(0.2051), tensor(0.2333), tensor(0.2607), tensor(0.2804), tensor(0.2999), tensor(0.3312), tensor(0.3676), tensor(0.3983), tensor(0.4402), tensor(0.4656), tensor(0.4925), tensor(0.5147), tensor(0.5333), tensor(0.5689), tensor(0.5904), tensor(0.5829), tensor(0.6410), tensor(0.6159), tensor(0.6442), tensor(0.6492), tensor(0.6107), tensor(0.6052), tensor(0.6169), tensor(0.6020), tensor(0.7080), tensor(0.5907), tensor(0.6824), tensor(0.6347)]","[tensor(0.2037), tensor(0.1762), tensor(0.2083), tensor(0.2384), tensor(0.2679), tensor(0.2899), tensor(0.3125), tensor(0.3467), tensor(0.3896), tensor(0.4269), tensor(0.4760), tensor(0.5078), tensor(0.5361), tensor(0.5666), tensor(0.5841), tensor(0.6379), tensor(0.6602), tensor(0.6436), tensor(0.7014), tensor(0.6848), tensor(0.7047), tensor(0.6997), tensor(0.6404), tensor(0.6358), tensor(0.6358), tensor(0.6392), tensor(0.7520), tensor(0.5939), tensor(0.6884), tensor(0.6402)]",tensor(0.7017),,lv
42,5.1e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",391.74027037620544,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 5.1e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(23.5926), tensor(24.3220), tensor(24.0474), tensor(23.7864), tensor(23.5454), tensor(23.2945), tensor(22.6697), tensor(22.6222), tensor(22.7477), tensor(22.9470), tensor(22.7885), tensor(22.6771), tensor(22.4460), tensor(22.2452), tensor(22.2239), tensor(22.2624), tensor(22.1506), tensor(22.3308), tensor(22.3920), tensor(22.1753), tensor(22.1245), tensor(22.0422), tensor(22.0944), tensor(22.0196), tensor(21.9964), tensor(22.0368), tensor(22.0618), tensor(22.0718), tensor(22.3463), tensor(22.1012)]","[tensor(8.1256), tensor(8.3840), tensor(8.2822), tensor(8.1912), tensor(8.1123), tensor(8.0278), tensor(7.8038), tensor(7.7900), tensor(7.8349), tensor(7.9085), tensor(7.8524), tensor(7.8171), tensor(7.7364), tensor(7.6654), tensor(7.6574), tensor(7.6684), tensor(7.6307), tensor(7.7107), tensor(7.7220), tensor(7.6434), tensor(7.6337), tensor(7.5907), tensor(7.6062), tensor(7.5777), tensor(7.5682), tensor(7.5876), tensor(7.5970), tensor(7.5958), tensor(7.7149), tensor(7.6067)]","[tensor(0.1226), tensor(0.1919), tensor(0.2401), tensor(0.2784), tensor(0.3054), tensor(0.3375), tensor(0.4209), tensor(0.4451), tensor(0.4286), tensor(0.3967), tensor(0.4244), tensor(0.4478), tensor(0.5140), tensor(0.5848), tensor(0.5672), tensor(0.5803), tensor(0.6314), tensor(0.5493), tensor(0.5302), tensor(0.6267), tensor(0.6629), tensor(0.6802), tensor(0.6723), tensor(0.7204), tensor(0.7490), tensor(0.7361), tensor(0.7234), tensor(0.7092), tensor(0.5738), tensor(0.6945)]","[tensor(0.1286), tensor(0.1935), tensor(0.2463), tensor(0.2906), tensor(0.3207), tensor(0.3575), tensor(0.4556), tensor(0.4883), tensor(0.4682), tensor(0.4270), tensor(0.4618), tensor(0.4864), tensor(0.5523), tensor(0.6337), tensor(0.6255), tensor(0.6303), tensor(0.6771), tensor(0.5743), tensor(0.5800), tensor(0.6751), tensor(0.6815), tensor(0.7304), tensor(0.7371), tensor(0.7849), tensor(0.8098), tensor(0.7741), tensor(0.7563), tensor(0.7604), tensor(0.5800), tensor(0.7351)]",tensor(0.6703),,lv
43,5.6e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",359.80929946899414,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 5.6e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(40.1923), tensor(25.4000), tensor(24.4076), tensor(24.1097), tensor(23.9807), tensor(23.8937), tensor(23.3034), tensor(23.0053), tensor(22.7231), tensor(22.3963), tensor(22.3535), tensor(22.4670), tensor(22.4597), tensor(22.4860), tensor(22.4695), tensor(22.3544), tensor(22.4300), tensor(22.2779), tensor(22.2747), tensor(22.2590), tensor(22.0127), tensor(22.4575), tensor(22.3325), tensor(22.0954), tensor(22.0427), tensor(21.9932), tensor(22.0524), tensor(23.1623), tensor(22.1073), tensor(22.0136)]","[tensor(13.8002), tensor(8.7302), tensor(8.4082), tensor(8.3049), tensor(8.2575), tensor(8.2276), tensor(8.0274), tensor(7.9241), tensor(7.8278), tensor(7.7091), tensor(7.7000), tensor(7.7409), tensor(7.7328), tensor(7.7462), tensor(7.7419), tensor(7.7028), tensor(7.7394), tensor(7.6826), tensor(7.6742), tensor(7.6722), tensor(7.5773), tensor(7.7525), tensor(7.6885), tensor(7.6111), tensor(7.5870), tensor(7.5678), tensor(7.5968), tensor(8.0185), tensor(7.6069), tensor(7.5706)]","[tensor(0.0378), tensor(0.1614), tensor(0.2153), tensor(0.2443), tensor(0.2596), tensor(0.2729), tensor(0.3287), tensor(0.3705), tensor(0.4187), tensor(0.4793), tensor(0.5122), tensor(0.4969), tensor(0.5066), tensor(0.5044), tensor(0.5132), tensor(0.5495), tensor(0.5274), tensor(0.5869), tensor(0.5899), tensor(0.5923), tensor(0.7143), tensor(0.5152), tensor(0.5569), tensor(0.6663), tensor(0.7147), tensor(0.7287), tensor(0.7147), tensor(0.3726), tensor(0.6807), tensor(0.7404)]","[tensor(0.0379), tensor(0.1652), tensor(0.2200), tensor(0.2510), tensor(0.2689), tensor(0.2837), tensor(0.3478), tensor(0.3975), tensor(0.4533), tensor(0.5358), tensor(0.5619), tensor(0.5423), tensor(0.5562), tensor(0.5460), tensor(0.5528), tensor(0.5894), tensor(0.5556), tensor(0.6123), tensor(0.6276), tensor(0.6318), tensor(0.7778), tensor(0.5367), tensor(0.6186), tensor(0.7243), tensor(0.7723), tensor(0.7929), tensor(0.7577), tensor(0.3749), tensor(0.7353), tensor(0.8103)]",tensor(0.6787),,lv
44,6.1e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",353.1792640686035,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 6.1e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(28.0920), tensor(27.6333), tensor(27.3868), tensor(27.1132), tensor(26.6818), tensor(26.2481), tensor(25.8314), tensor(24.9438), tensor(24.4899), tensor(23.9969), tensor(23.7403), tensor(23.1666), tensor(22.9422), tensor(23.1563), tensor(22.2544), tensor(22.1716), tensor(22.2224), tensor(22.2006), tensor(22.0716), tensor(22.1105), tensor(22.1091), tensor(22.0339), tensor(22.0937), tensor(22.1669), tensor(22.0690), tensor(22.0375), tensor(22.0429), tensor(21.9990), tensor(22.0646), tensor(22.0036)]","[tensor(9.6479), tensor(9.5068), tensor(9.4231), tensor(9.3324), tensor(9.1867), tensor(9.0455), tensor(8.9023), tensor(8.5973), tensor(8.4382), tensor(8.2742), tensor(8.1860), tensor(7.9943), tensor(7.9147), tensor(8.0017), tensor(7.6630), tensor(7.6329), tensor(7.6626), tensor(7.6529), tensor(7.5982), tensor(7.6178), tensor(7.6199), tensor(7.5856), tensor(7.6162), tensor(7.6447), tensor(7.6022), tensor(7.5912), tensor(7.5868), tensor(7.5702), tensor(7.5962), tensor(7.5739)]","[tensor(0.1281), tensor(0.1381), tensor(0.1439), tensor(0.1498), tensor(0.1589), tensor(0.1691), tensor(0.1800), tensor(0.2123), tensor(0.2345), tensor(0.2653), tensor(0.2889), tensor(0.3504), tensor(0.3891), tensor(0.3606), tensor(0.5702), tensor(0.6012), tensor(0.5844), tensor(0.6108), tensor(0.6700), tensor(0.6680), tensor(0.6690), tensor(0.7142), tensor(0.6905), tensor(0.6463), tensor(0.7130), tensor(0.7105), tensor(0.7135), tensor(0.7282), tensor(0.7087), tensor(0.7402)]","[tensor(0.1286), tensor(0.1379), tensor(0.1440), tensor(0.1502), tensor(0.1597), tensor(0.1709), tensor(0.1834), tensor(0.2184), tensor(0.2455), tensor(0.2808), tensor(0.3077), tensor(0.3739), tensor(0.4185), tensor(0.3755), tensor(0.6327), tensor(0.6740), tensor(0.6270), tensor(0.6537), tensor(0.7374), tensor(0.7114), tensor(0.7117), tensor(0.7760), tensor(0.7241), tensor(0.6764), tensor(0.7476), tensor(0.7629), tensor(0.7742), tensor(0.8001), tensor(0.7647), tensor(0.7989)]",tensor(0.6685),,lv
45,6.6e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",352.9028949737549,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 6.6e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(24.2176), tensor(23.3125), tensor(23.1446), tensor(23.0517), tensor(22.9716), tensor(22.9056), tensor(22.7160), tensor(22.4350), tensor(22.3792), tensor(22.3477), tensor(22.3195), tensor(22.2350), tensor(22.2754), tensor(22.1367), tensor(22.1860), tensor(22.1085), tensor(22.1677), tensor(22.0730), tensor(22.0186), tensor(22.7046), tensor(22.1340), tensor(22.1706), tensor(22.0727), tensor(22.1461), tensor(22.0176), tensor(21.9897), tensor(21.9858), tensor(22.0064), tensor(22.1792), tensor(21.9849)]","[tensor(8.3320), tensor(8.0257), tensor(7.9672), tensor(7.9339), tensor(7.9056), tensor(7.8821), tensor(7.8208), tensor(7.7253), tensor(7.7078), tensor(7.6958), tensor(7.6912), tensor(7.6599), tensor(7.6705), tensor(7.6223), tensor(7.6422), tensor(7.6121), tensor(7.6327), tensor(7.5954), tensor(7.5751), tensor(7.8297), tensor(7.6322), tensor(7.6447), tensor(7.6031), tensor(7.6422), tensor(7.5774), tensor(7.5662), tensor(7.5655), tensor(7.5739), tensor(7.6522), tensor(7.5666)]","[tensor(0.2217), tensor(0.2697), tensor(0.2934), tensor(0.3135), tensor(0.3335), tensor(0.3528), tensor(0.3990), tensor(0.4821), tensor(0.5191), tensor(0.5397), tensor(0.5546), tensor(0.5983), tensor(0.5721), tensor(0.6103), tensor(0.6150), tensor(0.6543), tensor(0.6296), tensor(0.6752), tensor(0.7061), tensor(0.4480), tensor(0.6627), tensor(0.6378), tensor(0.7145), tensor(0.6540), tensor(0.7517), tensor(0.7803), tensor(0.7353), tensor(0.7363), tensor(0.6235), tensor(0.7745)]","[tensor(0.2263), tensor(0.2785), tensor(0.3039), tensor(0.3270), tensor(0.3492), tensor(0.3706), tensor(0.4228), tensor(0.5233), tensor(0.5681), tensor(0.5951), tensor(0.6055), tensor(0.6520), tensor(0.6336), tensor(0.6784), tensor(0.6726), tensor(0.7151), tensor(0.6880), tensor(0.7442), tensor(0.7902), tensor(0.4811), tensor(0.6921), tensor(0.6761), tensor(0.7506), tensor(0.6740), tensor(0.7972), tensor(0.8278), tensor(0.8009), tensor(0.8065), tensor(0.6522), tensor(0.8225)]",tensor(0.6014),,lv
46,7.1e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",352.58342957496643,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 7.1e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(23.2321), tensor(23.0904), tensor(23.0598), tensor(22.7205), tensor(22.4638), tensor(22.3954), tensor(22.7695), tensor(22.3675), tensor(22.5933), tensor(22.7394), tensor(22.6463), tensor(22.1131), tensor(22.8470), tensor(22.1596), tensor(22.3214), tensor(22.3540), tensor(22.2652), tensor(22.0832), tensor(22.0052), tensor(22.0495), tensor(22.0191), tensor(22.0157), tensor(22.1967), tensor(21.9914), tensor(21.9858), tensor(21.9965), tensor(21.9945), tensor(21.9895), tensor(22.0484), tensor(22.0442)]","[tensor(7.9977), tensor(7.9481), tensor(7.9341), tensor(7.8220), tensor(7.7404), tensor(7.7192), tensor(7.8417), tensor(7.7067), tensor(7.7931), tensor(7.8366), tensor(7.8096), tensor(7.6146), tensor(7.8748), tensor(7.6328), tensor(7.7099), tensor(7.7167), tensor(7.6833), tensor(7.6009), tensor(7.5702), tensor(7.5854), tensor(7.5753), tensor(7.5713), tensor(7.6399), tensor(7.5624), tensor(7.5611), tensor(7.5665), tensor(7.5664), tensor(7.5607), tensor(7.5894), tensor(7.5861)]","[tensor(0.2622), tensor(0.2707), tensor(0.3279), tensor(0.3967), tensor(0.4721), tensor(0.4949), tensor(0.4256), tensor(0.5095), tensor(0.4686), tensor(0.4360), tensor(0.4607), tensor(0.6309), tensor(0.4203), tensor(0.6347), tensor(0.5686), tensor(0.5513), tensor(0.5895), tensor(0.6861), tensor(0.7102), tensor(0.6836), tensor(0.7366), tensor(0.7154), tensor(0.6393), tensor(0.7268), tensor(0.7229), tensor(0.7542), tensor(0.7524), tensor(0.7447), tensor(0.6934), tensor(0.7403)]","[tensor(0.2695), tensor(0.2802), tensor(0.3481), tensor(0.4288), tensor(0.5186), tensor(0.5510), tensor(0.4736), tensor(0.5747), tensor(0.5055), tensor(0.4738), tensor(0.4973), tensor(0.6957), tensor(0.4530), tensor(0.6817), tensor(0.5849), tensor(0.5845), tensor(0.6179), tensor(0.7479), tensor(0.7979), tensor(0.7630), tensor(0.7988), tensor(0.7961), tensor(0.6817), tensor(0.8042), tensor(0.8129), tensor(0.8140), tensor(0.8136), tensor(0.8304), tensor(0.7319), tensor(0.7775)]",tensor(0.6741),,lv
47,7.6e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",358.0798032283783,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 7.6e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(23.5974), tensor(23.4934), tensor(23.3924), tensor(22.7558), tensor(22.4504), tensor(22.5238), tensor(23.1571), tensor(22.5722), tensor(22.9584), tensor(22.4709), tensor(22.7318), tensor(22.2039), tensor(22.1666), tensor(22.4992), tensor(22.0607), tensor(22.0565), tensor(22.1452), tensor(22.1565), tensor(22.0009), tensor(22.0943), tensor(22.0706), tensor(21.9949), tensor(21.9937), tensor(22.0302), tensor(22.0445), tensor(21.9888), tensor(21.9789), tensor(21.9780), tensor(21.9819), tensor(22.0471)]","[tensor(8.1294), tensor(8.0942), tensor(8.0544), tensor(7.8418), tensor(7.7363), tensor(7.7737), tensor(7.9784), tensor(7.7787), tensor(7.9126), tensor(7.7428), tensor(7.8373), tensor(7.6486), tensor(7.6399), tensor(7.7626), tensor(7.5914), tensor(7.5903), tensor(7.6262), tensor(7.6239), tensor(7.5700), tensor(7.6086), tensor(7.6010), tensor(7.5681), tensor(7.5641), tensor(7.5827), tensor(7.5825), tensor(7.5639), tensor(7.5588), tensor(7.5600), tensor(7.5611), tensor(7.5793)]","[tensor(0.2332), tensor(0.2773), tensor(0.3066), tensor(0.3918), tensor(0.4646), tensor(0.4695), tensor(0.3665), tensor(0.4690), tensor(0.4011), tensor(0.5049), tensor(0.4405), tensor(0.6160), tensor(0.6268), tensor(0.4960), tensor(0.6842), tensor(0.6767), tensor(0.6344), tensor(0.6431), tensor(0.6997), tensor(0.6786), tensor(0.6933), tensor(0.7320), tensor(0.7418), tensor(0.7174), tensor(0.7068), tensor(0.7425), tensor(0.7451), tensor(0.7503), tensor(0.7566), tensor(0.7402)]","[tensor(0.2371), tensor(0.2855), tensor(0.3194), tensor(0.4162), tensor(0.5069), tensor(0.5075), tensor(0.3944), tensor(0.5171), tensor(0.4285), tensor(0.5467), tensor(0.4739), tensor(0.6648), tensor(0.6678), tensor(0.5389), tensor(0.7553), tensor(0.7561), tensor(0.7000), tensor(0.7097), tensor(0.7786), tensor(0.7391), tensor(0.7487), tensor(0.7969), tensor(0.8218), tensor(0.7710), tensor(0.7881), tensor(0.8153), tensor(0.8317), tensor(0.8251), tensor(0.8328), tensor(0.8048)]",tensor(0.7050),,lv
48,8.1e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",370.0113162994385,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 8.1e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(25.7334), tensor(23.7889), tensor(23.4294), tensor(23.2421), tensor(22.9235), tensor(22.3806), tensor(22.2410), tensor(22.2235), tensor(22.4825), tensor(22.8114), tensor(22.2949), tensor(22.1395), tensor(22.0600), tensor(22.0741), tensor(23.4876), tensor(22.1417), tensor(22.0185), tensor(22.1048), tensor(21.9971), tensor(22.0055), tensor(22.0935), tensor(23.0080), tensor(22.0064), tensor(22.1155), tensor(22.0057), tensor(22.0443), tensor(22.0503), tensor(22.0075), tensor(22.0021), tensor(21.9921)]","[tensor(8.8600), tensor(8.1957), tensor(8.0688), tensor(8.0023), tensor(7.8958), tensor(7.7057), tensor(7.6557), tensor(7.6530), tensor(7.7430), tensor(7.8659), tensor(7.6795), tensor(7.6219), tensor(7.5900), tensor(7.6026), tensor(8.0796), tensor(7.6284), tensor(7.5762), tensor(7.6142), tensor(7.5669), tensor(7.5707), tensor(7.6114), tensor(7.9118), tensor(7.5681), tensor(7.6193), tensor(7.5705), tensor(7.5856), tensor(7.5935), tensor(7.5697), tensor(7.5693), tensor(7.5671)]","[tensor(0.1512), tensor(0.2186), tensor(0.2595), tensor(0.2977), tensor(0.3476), tensor(0.3829), tensor(0.4677), tensor(0.5292), tensor(0.4910), tensor(0.4236), tensor(0.5581), tensor(0.6147), tensor(0.4942), tensor(0.6298), tensor(0.3281), tensor(0.6237), tensor(0.6983), tensor(0.6591), tensor(0.7104), tensor(0.6957), tensor(0.6722), tensor(0.3942), tensor(0.6468), tensor(0.6495), tensor(0.6865), tensor(0.7052), tensor(0.6872), tensor(0.7212), tensor(0.7334), tensor(0.7455)]","[tensor(0.1495), tensor(0.2236), tensor(0.2678), tensor(0.3102), tensor(0.3642), tensor(0.4033), tensor(0.5170), tensor(0.5879), tensor(0.5334), tensor(0.4538), tensor(0.6142), tensor(0.6723), tensor(0.5536), tensor(0.6923), tensor(0.3540), tensor(0.6844), tensor(0.7706), tensor(0.7145), tensor(0.7909), tensor(0.7827), tensor(0.7178), tensor(0.4336), tensor(0.7351), tensor(0.7031), tensor(0.7544), tensor(0.7694), tensor(0.7417), tensor(0.8035), tensor(0.8046), tensor(0.8140)]",tensor(0.6964),,lv
49,8.6e-06,30,12,4,"[64, 128, 256, 512]","Compose(
    <transform.HorizontalFlip object at 0x2b6d61704190>
    <transform.VerticalFlip object at 0x2b6d61704150>
)",370.87408542633057,"Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 8.6e-06
    weight_decay: 0
)",BCEWithLogitsLoss(),"[tensor(26.4990), tensor(24.6474), tensor(24.2464), tensor(24.0286), tensor(23.6389), tensor(23.0289), tensor(22.8862), tensor(23.0941), tensor(22.8506), tensor(22.8997), tensor(22.5214), tensor(22.7940), tensor(22.6536), tensor(22.7508), tensor(22.1674), tensor(22.1764), tensor(22.5033), tensor(22.4807), tensor(22.0381), tensor(22.0134), tensor(22.2720), tensor(22.0025), tensor(21.9877), tensor(21.9875), tensor(22.0150), tensor(22.2593), tensor(22.0011), tensor(22.0192), tensor(22.0410), tensor(22.0373)]","[tensor(9.1070), tensor(8.4891), tensor(8.3513), tensor(8.2775), tensor(8.1474), tensor(7.9369), tensor(7.8797), tensor(7.9605), tensor(7.8756), tensor(7.8984), tensor(7.7614), tensor(7.8614), tensor(7.8071), tensor(7.8430), tensor(7.6335), tensor(7.6296), tensor(7.7763), tensor(7.7526), tensor(7.5849), tensor(7.5742), tensor(7.6904), tensor(7.5713), tensor(7.5639), tensor(7.5626), tensor(7.5764), tensor(7.6540), tensor(7.5690), tensor(7.5784), tensor(7.5853), tensor(7.5860)]","[tensor(0.1497), tensor(0.2148), tensor(0.2420), tensor(0.2610), tensor(0.2939), tensor(0.3517), tensor(0.3853), tensor(0.3667), tensor(0.4069), tensor(0.3997), tensor(0.4798), tensor(0.4259), tensor(0.4499), tensor(0.4351), tensor(0.6038), tensor(0.6203), tensor(0.5004), tensor(0.5231), tensor(0.6304), tensor(0.7042), tensor(0.5791), tensor(0.7191), tensor(0.7316), tensor(0.6856), tensor(0.7373), tensor(0.6050), tensor(0.7057), tensor(0.7072), tensor(0.7116), tensor(0.7111)]","[tensor(0.1511), tensor(0.2200), tensor(0.2494), tensor(0.2723), tensor(0.3096), tensor(0.3770), tensor(0.4263), tensor(0.3944), tensor(0.4426), tensor(0.4309), tensor(0.5266), tensor(0.4565), tensor(0.4906), tensor(0.4677), tensor(0.6492), tensor(0.6698), tensor(0.5209), tensor(0.5429), tensor(0.6756), tensor(0.7619), tensor(0.5992), tensor(0.7911), tensor(0.8165), tensor(0.7779), tensor(0.7949), tensor(0.6537), tensor(0.7893), tensor(0.7710), tensor(0.7759), tensor(0.7717)]",tensor(0.6749),,lv
